,,,,
area_name,area_code,date,new_cases,total_cases
Islington,E09000019,2020-03-01,0,0
Kensington and Chelsea,E09000020,2020-03-01,0,2
Kingston upon Thames,E09000021,2020-03-01,0,1
Lambeth,E09000022,2020-03-01,0,1
Lewisham,E09000023,2020-03-01,0,1
Merton,E09000024,2020-03-01,0,1
Newham,E09000025,2020-03-01,0,0
Redbridge,E09000026,2020-03-01,0,0
Richmond upon Thames,E09000027,2020-03-01,0,0
Southwark,E09000028,2020-03-01,0,3
Sutton,E09000029,2020-03-01,0,0
Tower Hamlets,E09000030,2020-03-01,0,0
Waltham Forest,E09000031,2020-03-01,0,0
Wandsworth,E09000032,2020-03-01,1,1
Westminster,E09000033,2020-03-01,0,1
Barking and Dagenham,E09000002,2020-03-02,0,1
Barnet,E09000003,2020-03-02,0,1
Bexley,E09000004,2020-03-02,0,0
Brent,E09000005,2020-03-02,0,0
Bromley,E09000006,2020-03-02,0,1
Camden,E09000007,2020-03-02,2,2
Croydon,E09000008,2020-03-02,0,0
Ealing,E09000009,2020-03-02,1,2
Enfield,E09000010,2020-03-02,0,0
Greenwich,E09000011,2020-03-02,0,0
Hackney and City of London,E09000012,2020-03-02,0,0
Hammersmith and Fulham,E09000013,2020-03-02,0,0
Haringey,E09000014,2020-03-02,0,0
Harrow,E09000015,2020-03-02,0,0
Havering,E09000016,2020-03-02,0,0
Hillingdon,E09000017,2020-03-02,1,1
Hounslow,E09000018,2020-03-02,1,3
Islington,E09000019,2020-03-02,0,0
Kensington and Chelsea,E09000020,2020-03-02,4,6
Kingston upon Thames,E09000021,2020-03-02,0,1
Lambeth,E09000022,2020-03-02,0,1
Lewisham,E09000023,2020-03-02,0,1
Merton,E09000024,2020-03-02,0,1
Newham,E09000025,2020-03-02,0,0
Redbridge,E09000026,2020-03-02,1,1
Richmond upon Thames,E09000027,2020-03-02,0,0
Southwark,E09000028,2020-03-02,1,4
Sutton,E09000029,2020-03-02,0,0
Tower Hamlets,E09000030,2020-03-02,0,0
Waltham Forest,E09000031,2020-03-02,0,0
Wandsworth,E09000032,2020-03-02,1,2
Westminster,E09000033,2020-03-02,0,1
Barking and Dagenham,E09000002,2020-03-03,0,1
Barnet,E09000003,2020-03-03,0,1
Bexley,E09000004,2020-03-03,0,0
Brent,E09000005,2020-03-03,0,0
Bromley,E09000006,2020-03-03,0,1
Camden,E09000007,2020-03-03,0,2
Croydon,E09000008,2020-03-03,0,0
Ealing,E09000009,2020-03-03,1,3
Enfield,E09000010,2020-03-03,0,0
Greenwich,E09000011,2020-03-03,0,0
Hackney and City of London,E09000012,2020-03-03,0,0
Hammersmith and Fulham,E09000013,2020-03-03,0,0
Haringey,E09000014,2020-03-03,0,0
Harrow,E09000015,2020-03-03,1,1
Havering,E09000016,2020-03-03,0,0
Hillingdon,E09000017,2020-03-03,0,1
Hounslow,E09000018,2020-03-03,1,4
Islington,E09000019,2020-03-03,0,0
Kensington and Chelsea,E09000020,2020-03-03,0,6
Kingston upon Thames,E09000021,2020-03-03,0,1
Lambeth,E09000022,2020-03-03,1,2
Lewisham,E09000023,2020-03-03,0,1
Merton,E09000024,2020-03-03,0,1
Newham,E09000025,2020-03-03,0,0
Redbridge,E09000026,2020-03-03,0,1
Richmond upon Thames,E09000027,2020-03-03,0,0
Southwark,E09000028,2020-03-03,0,4
Sutton,E09000029,2020-03-03,0,0
Tower Hamlets,E09000030,2020-03-03,0,0
Waltham Forest,E09000031,2020-03-03,0,0
Wandsworth,E09000032,2020-03-03,1,3
Westminster,E09000033,2020-03-03,1,2
Barking and Dagenham,E09000002,2020-03-04,0,1
Barnet,E09000003,2020-03-04,4,5
Bexley,E09000004,2020-03-04,0,0
Brent,E09000005,2020-03-04,0,0
Bromley,E09000006,2020-03-04,0,1
Camden,E09000007,2020-03-04,0,2
Croydon,E09000008,2020-03-04,0,0
Ealing,E09000009,2020-03-04,1,4
Enfield,E09000010,2020-03-04,0,0
Greenwich,E09000011,2020-03-04,0,0
Hackney and City of London,E09000012,2020-03-04,0,0
Hammersmith and Fulham,E09000013,2020-03-04,1,1
Haringey,E09000014,2020-03-04,0,0
Harrow,E09000015,2020-03-04,0,1
Havering,E09000016,2020-03-04,0,0
Hillingdon,E09000017,2020-03-04,1,2
Hounslow,E09000018,2020-03-04,0,4
Islington,E09000019,2020-03-04,0,0
Kensington and Chelsea,E09000020,2020-03-04,4,10
Kingston upon Thames,E09000021,2020-03-04,0,1
Lambeth,E09000022,2020-03-04,1,3
Lewisham,E09000023,2020-03-04,1,2
Merton,E09000024,2020-03-04,0,1
Newham,E09000025,2020-03-04,0,0
Redbridge,E09000026,2020-03-04,0,1
Richmond upon Thames,E09000027,2020-03-04,0,0
Southwark,E09000028,2020-03-04,1,5
Sutton,E09000029,2020-03-04,1,1
Tower Hamlets,E09000030,2020-03-04,2,2
Waltham Forest,E09000031,2020-03-04,0,0
Wandsworth,E09000032,2020-03-04,0,3
Westminster,E09000033,2020-03-04,1,3
Barking and Dagenham,E09000002,2020-03-05,0,1
Barnet,E09000003,2020-03-05,1,6
Bexley,E09000004,2020-03-05,0,0
Brent,E09000005,2020-03-05,0,0
Bromley,E09000006,2020-03-05,0,1
Camden,E09000007,2020-03-05,0,2
Croydon,E09000008,2020-03-05,0,0
Ealing,E09000009,2020-03-05,1,5
Enfield,E09000010,2020-03-05,0,0
Greenwich,E09000011,2020-03-05,0,0
Hackney and City of London,E09000012,2020-03-05,0,0
Hammersmith and Fulham,E09000013,2020-03-05,0,1
Haringey,E09000014,2020-03-05,0,0
Harrow,E09000015,2020-03-05,0,1
Havering,E09000016,2020-03-05,0,0
Hillingdon,E09000017,2020-03-05,2,4
Hounslow,E09000018,2020-03-05,0,4
Islington,E09000019,2020-03-05,0,0
Kensington and Chelsea,E09000020,2020-03-05,6,16
Kingston upon Thames,E09000021,2020-03-05,0,1
Lambeth,E09000022,2020-03-05,0,3
Lewisham,E09000023,2020-03-05,0,2
Merton,E09000024,2020-03-05,0,1
Newham,E09000025,2020-03-05,0,0
Redbridge,E09000026,2020-03-05,0,1
Richmond upon Thames,E09000027,2020-03-05,0,0
Southwark,E09000028,2020-03-05,1,6
Sutton,E09000029,2020-03-05,0,1
Tower Hamlets,E09000030,2020-03-05,1,3
Waltham Forest,E09000031,2020-03-05,1,1
Wandsworth,E09000032,2020-03-05,0,3
Westminster,E09000033,2020-03-05,1,4
Barking and Dagenham,E09000002,2020-03-06,0,1
Barnet,E09000003,2020-03-06,1,7
Bexley,E09000004,2020-03-06,0,0
Brent,E09000005,2020-03-06,0,0
Bromley,E09000006,2020-03-06,0,1
Camden,E09000007,2020-03-06,1,3
Croydon,E09000008,2020-03-06,0,0
Ealing,E09000009,2020-03-06,0,5
Enfield,E09000010,2020-03-06,1,1
Greenwich,E09000011,2020-03-06,0,0
Hackney and City of London,E09000012,2020-03-06,1,1
Hammersmith and Fulham,E09000013,2020-03-06,2,3
Haringey,E09000014,2020-03-06,0,0
Harrow,E09000015,2020-03-06,0,1
Havering,E09000016,2020-03-06,2,2
Hillingdon,E09000017,2020-03-06,0,4
Hounslow,E09000018,2020-03-06,0,4
Islington,E09000019,2020-03-06,0,0
Kensington and Chelsea,E09000020,2020-03-06,0,16
Kingston upon Thames,E09000021,2020-03-06,0,1
Lambeth,E09000022,2020-03-06,1,4
Lewisham,E09000023,2020-03-06,0,2
Merton,E09000024,2020-03-06,2,3
Newham,E09000025,2020-03-06,0,0
Redbridge,E09000026,2020-03-06,0,1
Richmond upon Thames,E09000027,2020-03-06,2,2
Southwark,E09000028,2020-03-06,2,8
Sutton,E09000029,2020-03-06,1,2
Tower Hamlets,E09000030,2020-03-06,1,4
Waltham Forest,E09000031,2020-03-06,1,2
Wandsworth,E09000032,2020-03-06,0,3
Westminster,E09000033,2020-03-06,5,9
Barking and Dagenham,E09000002,2020-03-07,0,1
Barnet,E09000003,2020-03-07,0,7
Bexley,E09000004,2020-03-07,0,0
Brent,E09000005,2020-03-07,1,1
Bromley,E09000006,2020-03-07,0,1
Camden,E09000007,2020-03-07,1,4
Croydon,E09000008,2020-03-07,1,1
Ealing,E09000009,2020-03-07,1,6
Enfield,E09000010,2020-03-07,0,1
Greenwich,E09000011,2020-03-07,1,1
Hackney and City of London,E09000012,2020-03-07,0,1
Hammersmith and Fulham,E09000013,2020-03-07,0,3
Haringey,E09000014,2020-03-07,0,0
Harrow,E09000015,2020-03-07,0,1
Havering,E09000016,2020-03-07,0,2
Hillingdon,E09000017,2020-03-07,0,4
Hounslow,E09000018,2020-03-07,0,4
Islington,E09000019,2020-03-07,0,0
Kensington and Chelsea,E09000020,2020-03-07,1,17
Kingston upon Thames,E09000021,2020-03-07,0,1
Lambeth,E09000022,2020-03-07,2,6
Lewisham,E09000023,2020-03-07,1,3
Merton,E09000024,2020-03-07,0,3
Newham,E09000025,2020-03-07,0,0
Redbridge,E09000026,2020-03-07,0,1
Richmond upon Thames,E09000027,2020-03-07,0,2
Southwark,E09000028,2020-03-07,1,9
Sutton,E09000029,2020-03-07,1,3
Tower Hamlets,E09000030,2020-03-07,1,5
Waltham Forest,E09000031,2020-03-07,0,2
Wandsworth,E09000032,2020-03-07,0,3
Westminster,E09000033,2020-03-07,2,11
Barking and Dagenham,E09000002,2020-03-08,1,2
Barnet,E09000003,2020-03-08,1,8
Bexley,E09000004,2020-03-08,0,0
Brent,E09000005,2020-03-08,1,2
Bromley,E09000006,2020-03-08,1,2
Camden,E09000007,2020-03-08,2,6
Croydon,E09000008,2020-03-08,0,1
Ealing,E09000009,2020-03-08,1,7
Enfield,E09000010,2020-03-08,1,2
Greenwich,E09000011,2020-03-08,0,1
Hackney and City of London,E09000012,2020-03-08,1,2
Hammersmith and Fulham,E09000013,2020-03-08,0,3
Haringey,E09000014,2020-03-08,1,1
Harrow,E09000015,2020-03-08,0,1
Havering,E09000016,2020-03-08,0,2
Hillingdon,E09000017,2020-03-08,2,6
Hounslow,E09000018,2020-03-08,0,4
Islington,E09000019,2020-03-08,1,1
Kensington and Chelsea,E09000020,2020-03-08,2,19
Kingston upon Thames,E09000021,2020-03-08,1,2
Lambeth,E09000022,2020-03-08,0,6
Lewisham,E09000023,2020-03-08,0,3
Merton,E09000024,2020-03-08,0,3
Newham,E09000025,2020-03-08,0,0
Redbridge,E09000026,2020-03-08,0,1
Richmond upon Thames,E09000027,2020-03-08,0,2
Southwark,E09000028,2020-03-08,2,11
Sutton,E09000029,2020-03-08,0,3
Tower Hamlets,E09000030,2020-03-08,1,6
Waltham Forest,E09000031,2020-03-08,0,2
Wandsworth,E09000032,2020-03-08,2,5
Westminster,E09000033,2020-03-08,1,12
Barking and Dagenham,E09000002,2020-03-09,1,3
Barnet,E09000003,2020-03-09,3,11
Bexley,E09000004,2020-03-09,2,2
Brent,E09000005,2020-03-09,3,5
Bromley,E09000006,2020-03-09,1,3
Camden,E09000007,2020-03-09,2,8
Croydon,E09000008,2020-03-09,1,2
Ealing,E09000009,2020-03-09,0,7
Enfield,E09000010,2020-03-09,1,3
Greenwich,E09000011,2020-03-09,0,1
Hackney and City of London,E09000012,2020-03-09,2,4
Hammersmith and Fulham,E09000013,2020-03-09,3,6
Haringey,E09000014,2020-03-09,2,3
Harrow,E09000015,2020-03-09,5,6
Havering,E09000016,2020-03-09,1,3
Hillingdon,E09000017,2020-03-09,0,6
Hounslow,E09000018,2020-03-09,0,4
Islington,E09000019,2020-03-09,0,1
Kensington and Chelsea,E09000020,2020-03-09,4,23
Kingston upon Thames,E09000021,2020-03-09,0,2
Lambeth,E09000022,2020-03-09,2,8
Lewisham,E09000023,2020-03-09,0,3
Merton,E09000024,2020-03-09,1,4
Newham,E09000025,2020-03-09,1,1
Redbridge,E09000026,2020-03-09,0,1
Richmond upon Thames,E09000027,2020-03-09,0,2
Southwark,E09000028,2020-03-09,7,18
Sutton,E09000029,2020-03-09,1,4
Tower Hamlets,E09000030,2020-03-09,2,8
Waltham Forest,E09000031,2020-03-09,1,3
Wandsworth,E09000032,2020-03-09,2,7
Westminster,E09000033,2020-03-09,6,18
Barking and Dagenham,E09000002,2020-03-10,0,3
Barnet,E09000003,2020-03-10,3,14
Bexley,E09000004,2020-03-10,2,4
Brent,E09000005,2020-03-10,4,9
Bromley,E09000006,2020-03-10,2,5
Camden,E09000007,2020-03-10,2,10
Croydon,E09000008,2020-03-10,0,2
Ealing,E09000009,2020-03-10,5,12
Enfield,E09000010,2020-03-10,5,8
Greenwich,E09000011,2020-03-10,3,4
Hackney and City of London,E09000012,2020-03-10,1,5
Hammersmith and Fulham,E09000013,2020-03-10,3,9
Haringey,E09000014,2020-03-10,3,6
Harrow,E09000015,2020-03-10,1,7
Havering,E09000016,2020-03-10,0,3
Hillingdon,E09000017,2020-03-10,2,8
Hounslow,E09000018,2020-03-10,2,6
Islington,E09000019,2020-03-10,2,3
Kensington and Chelsea,E09000020,2020-03-10,10,33
Kingston upon Thames,E09000021,2020-03-10,0,2
Lambeth,E09000022,2020-03-10,8,16
Lewisham,E09000023,2020-03-10,1,4
Merton,E09000024,2020-03-10,6,10
Newham,E09000025,2020-03-10,1,2
Redbridge,E09000026,2020-03-10,0,1
Richmond upon Thames,E09000027,2020-03-10,1,3
Southwark,E09000028,2020-03-10,6,24
Sutton,E09000029,2020-03-10,2,6
Tower Hamlets,E09000030,2020-03-10,2,10
Waltham Forest,E09000031,2020-03-10,0,3
Wandsworth,E09000032,2020-03-10,9,16
Westminster,E09000033,2020-03-10,6,24
Barking and Dagenham,E09000002,2020-03-11,1,4
Barnet,E09000003,2020-03-11,11,25
Bexley,E09000004,2020-03-11,4,8
Brent,E09000005,2020-03-11,10,19
Bromley,E09000006,2020-03-11,5,10
Camden,E09000007,2020-03-11,10,20
Croydon,E09000008,2020-03-11,5,7
Ealing,E09000009,2020-03-11,10,22
Enfield,E09000010,2020-03-11,2,10
Greenwich,E09000011,2020-03-11,4,8
Hackney and City of London,E09000012,2020-03-11,8,13
Hammersmith and Fulham,E09000013,2020-03-11,11,20
Haringey,E09000014,2020-03-11,6,12
Harrow,E09000015,2020-03-11,5,12
Havering,E09000016,2020-03-11,2,5
Hillingdon,E09000017,2020-03-11,2,10
Hounslow,E09000018,2020-03-11,6,12
Islington,E09000019,2020-03-11,2,5
Kensington and Chelsea,E09000020,2020-03-11,10,43
Kingston upon Thames,E09000021,2020-03-11,1,3
Lambeth,E09000022,2020-03-11,14,30
Lewisham,E09000023,2020-03-11,5,9
Merton,E09000024,2020-03-11,7,17
Newham,E09000025,2020-03-11,3,5
Redbridge,E09000026,2020-03-11,0,1
Richmond upon Thames,E09000027,2020-03-11,1,4
Southwark,E09000028,2020-03-11,11,35
Sutton,E09000029,2020-03-11,0,6
Tower Hamlets,E09000030,2020-03-11,1,11
Waltham Forest,E09000031,2020-03-11,2,5
Wandsworth,E09000032,2020-03-11,10,26
Westminster,E09000033,2020-03-11,14,38
Barking and Dagenham,E09000002,2020-03-12,4,8
Barnet,E09000003,2020-03-12,5,30
Bexley,E09000004,2020-03-12,5,13
Brent,E09000005,2020-03-12,9,28
Bromley,E09000006,2020-03-12,6,16
Camden,E09000007,2020-03-12,5,25
Croydon,E09000008,2020-03-12,8,15
Ealing,E09000009,2020-03-12,3,25
Enfield,E09000010,2020-03-12,6,16
Greenwich,E09000011,2020-03-12,6,14
Hackney and City of London,E09000012,2020-03-12,6,19
Hammersmith and Fulham,E09000013,2020-03-12,1,21
Haringey,E09000014,2020-03-12,7,19
Harrow,E09000015,2020-03-12,8,20
Havering,E09000016,2020-03-12,1,6
Hillingdon,E09000017,2020-03-12,4,14
Hounslow,E09000018,2020-03-12,1,13
Islington,E09000019,2020-03-12,10,15
Kensington and Chelsea,E09000020,2020-03-12,6,49
Kingston upon Thames,E09000021,2020-03-12,1,4
Lambeth,E09000022,2020-03-12,4,34
Lewisham,E09000023,2020-03-12,9,18
Merton,E09000024,2020-03-12,3,20
Newham,E09000025,2020-03-12,2,7
Redbridge,E09000026,2020-03-12,0,1
Richmond upon Thames,E09000027,2020-03-12,1,5
Southwark,E09000028,2020-03-12,10,45
Sutton,E09000029,2020-03-12,2,8
Tower Hamlets,E09000030,2020-03-12,5,16
Waltham Forest,E09000031,2020-03-12,1,6
Wandsworth,E09000032,2020-03-12,12,38
Westminster,E09000033,2020-03-12,14,52
Barking and Dagenham,E09000002,2020-03-13,1,9
Barnet,E09000003,2020-03-13,6,36
Bexley,E09000004,2020-03-13,4,17
Brent,E09000005,2020-03-13,3,31
Bromley,E09000006,2020-03-13,4,20
Camden,E09000007,2020-03-13,5,30
Croydon,E09000008,2020-03-13,4,19
Ealing,E09000009,2020-03-13,3,28
Enfield,E09000010,2020-03-13,4,20
Greenwich,E09000011,2020-03-13,5,19
Hackney and City of London,E09000012,2020-03-13,4,23
Hammersmith and Fulham,E09000013,2020-03-13,3,24
Haringey,E09000014,2020-03-13,8,27
Harrow,E09000015,2020-03-13,4,24
Havering,E09000016,2020-03-13,1,7
Hillingdon,E09000017,2020-03-13,3,17
Hounslow,E09000018,2020-03-13,5,18
Islington,E09000019,2020-03-13,6,21
Kensington and Chelsea,E09000020,2020-03-13,3,52
Kingston upon Thames,E09000021,2020-03-13,1,5
Lambeth,E09000022,2020-03-13,11,45
Lewisham,E09000023,2020-03-13,3,21
Merton,E09000024,2020-03-13,7,27
Newham,E09000025,2020-03-13,3,10
Redbridge,E09000026,2020-03-13,3,4
Richmond upon Thames,E09000027,2020-03-13,3,8
Southwark,E09000028,2020-03-13,8,53
Sutton,E09000029,2020-03-13,4,12
Tower Hamlets,E09000030,2020-03-13,3,19
Waltham Forest,E09000031,2020-03-13,2,8
Wandsworth,E09000032,2020-03-13,4,42
Westminster,E09000033,2020-03-13,8,60
Barking and Dagenham,E09000002,2020-03-14,2,11
Barnet,E09000003,2020-03-14,6,42
Bexley,E09000004,2020-03-14,3,20
Brent,E09000005,2020-03-14,7,38
Bromley,E09000006,2020-03-14,6,26
Camden,E09000007,2020-03-14,1,31
Croydon,E09000008,2020-03-14,14,33
Ealing,E09000009,2020-03-14,2,30
Enfield,E09000010,2020-03-14,7,27
Greenwich,E09000011,2020-03-14,2,21
Hackney and City of London,E09000012,2020-03-14,5,28
Hammersmith and Fulham,E09000013,2020-03-14,2,26
Haringey,E09000014,2020-03-14,1,28
Harrow,E09000015,2020-03-14,9,33
Havering,E09000016,2020-03-14,2,9
Hillingdon,E09000017,2020-03-14,1,18
Hounslow,E09000018,2020-03-14,4,22
Islington,E09000019,2020-03-14,5,26
Kensington and Chelsea,E09000020,2020-03-14,3,55
Kingston upon Thames,E09000021,2020-03-14,3,8
Lambeth,E09000022,2020-03-14,10,55
Lewisham,E09000023,2020-03-14,2,23
Merton,E09000024,2020-03-14,6,33
Newham,E09000025,2020-03-14,4,14
Redbridge,E09000026,2020-03-14,3,7
Richmond upon Thames,E09000027,2020-03-14,0,8
Southwark,E09000028,2020-03-14,10,63
Sutton,E09000029,2020-03-14,2,14
Tower Hamlets,E09000030,2020-03-14,3,22
Waltham Forest,E09000031,2020-03-14,3,11
Wandsworth,E09000032,2020-03-14,11,53
Westminster,E09000033,2020-03-14,10,70
Barking and Dagenham,E09000002,2020-03-15,4,15
Barnet,E09000003,2020-03-15,10,52
Bexley,E09000004,2020-03-15,1,21
Brent,E09000005,2020-03-15,8,46
Bromley,E09000006,2020-03-15,7,33
Camden,E09000007,2020-03-15,3,34
Croydon,E09000008,2020-03-15,7,40
Ealing,E09000009,2020-03-15,8,38
Enfield,E09000010,2020-03-15,2,29
Greenwich,E09000011,2020-03-15,6,27
Hackney and City of London,E09000012,2020-03-15,2,30
Hammersmith and Fulham,E09000013,2020-03-15,3,29
Haringey,E09000014,2020-03-15,4,32
Harrow,E09000015,2020-03-15,6,39
Havering,E09000016,2020-03-15,5,14
Hillingdon,E09000017,2020-03-15,5,23
Hounslow,E09000018,2020-03-15,5,27
Islington,E09000019,2020-03-15,6,32
Kensington and Chelsea,E09000020,2020-03-15,1,56
Kingston upon Thames,E09000021,2020-03-15,2,10
Lambeth,E09000022,2020-03-15,13,68
Lewisham,E09000023,2020-03-15,6,29
Merton,E09000024,2020-03-15,1,34
Newham,E09000025,2020-03-15,7,21
Redbridge,E09000026,2020-03-15,5,12
Richmond upon Thames,E09000027,2020-03-15,2,10
Southwark,E09000028,2020-03-15,12,75
Sutton,E09000029,2020-03-15,0,14
Tower Hamlets,E09000030,2020-03-15,3,25
Waltham Forest,E09000031,2020-03-15,4,15
Wandsworth,E09000032,2020-03-15,12,65
Westminster,E09000033,2020-03-15,5,75
Barking and Dagenham,E09000002,2020-03-16,4,19
Barnet,E09000003,2020-03-16,11,63
Bexley,E09000004,2020-03-16,4,25
Brent,E09000005,2020-03-16,10,56
Bromley,E09000006,2020-03-16,6,39
Camden,E09000007,2020-03-16,3,37
Croydon,E09000008,2020-03-16,13,53
Ealing,E09000009,2020-03-16,14,52
Enfield,E09000010,2020-03-16,2,31
Greenwich,E09000011,2020-03-16,5,32
Hackney and City of London,E09000012,2020-03-16,6,36
Hammersmith and Fulham,E09000013,2020-03-16,3,32
Haringey,E09000014,2020-03-16,2,34
Harrow,E09000015,2020-03-16,12,51
Havering,E09000016,2020-03-16,2,16
Hillingdon,E09000017,2020-03-16,9,32
Hounslow,E09000018,2020-03-16,9,36
Islington,E09000019,2020-03-16,5,37
Kensington and Chelsea,E09000020,2020-03-16,6,62
Kingston upon Thames,E09000021,2020-03-16,5,15
Lambeth,E09000022,2020-03-16,16,84
Lewisham,E09000023,2020-03-16,11,40
Merton,E09000024,2020-03-16,6,40
Newham,E09000025,2020-03-16,9,30
Redbridge,E09000026,2020-03-16,6,18
Richmond upon Thames,E09000027,2020-03-16,4,14
Southwark,E09000028,2020-03-16,16,91
Sutton,E09000029,2020-03-16,3,17
Tower Hamlets,E09000030,2020-03-16,3,28
Waltham Forest,E09000031,2020-03-16,2,17
Wandsworth,E09000032,2020-03-16,13,78
Westminster,E09000033,2020-03-16,14,89
Barking and Dagenham,E09000002,2020-03-17,5,24
Barnet,E09000003,2020-03-17,7,70
Bexley,E09000004,2020-03-17,6,31
Brent,E09000005,2020-03-17,23,79
Bromley,E09000006,2020-03-17,9,48
Camden,E09000007,2020-03-17,4,41
Croydon,E09000008,2020-03-17,21,74
Ealing,E09000009,2020-03-17,9,61
Enfield,E09000010,2020-03-17,12,43
Greenwich,E09000011,2020-03-17,14,46
Hackney and City of London,E09000012,2020-03-17,6,42
Hammersmith and Fulham,E09000013,2020-03-17,8,40
Haringey,E09000014,2020-03-17,4,38
Harrow,E09000015,2020-03-17,14,65
Havering,E09000016,2020-03-17,3,19
Hillingdon,E09000017,2020-03-17,16,48
Hounslow,E09000018,2020-03-17,8,44
Islington,E09000019,2020-03-17,7,44
Kensington and Chelsea,E09000020,2020-03-17,7,69
Kingston upon Thames,E09000021,2020-03-17,6,21
Lambeth,E09000022,2020-03-17,21,105
Lewisham,E09000023,2020-03-17,8,48
Merton,E09000024,2020-03-17,10,50
Newham,E09000025,2020-03-17,5,35
Redbridge,E09000026,2020-03-17,8,26
Richmond upon Thames,E09000027,2020-03-17,5,19
Southwark,E09000028,2020-03-17,19,110
Sutton,E09000029,2020-03-17,4,21
Tower Hamlets,E09000030,2020-03-17,6,34
Waltham Forest,E09000031,2020-03-17,5,22
Wandsworth,E09000032,2020-03-17,20,98
Westminster,E09000033,2020-03-17,11,100
Barking and Dagenham,E09000002,2020-03-18,5,29
Barnet,E09000003,2020-03-18,14,84
Bexley,E09000004,2020-03-18,6,37
Brent,E09000005,2020-03-18,21,100
Bromley,E09000006,2020-03-18,13,61
Camden,E09000007,2020-03-18,10,51
Croydon,E09000008,2020-03-18,15,89
Ealing,E09000009,2020-03-18,18,79
Enfield,E09000010,2020-03-18,7,50
Greenwich,E09000011,2020-03-18,12,58
Hackney and City of London,E09000012,2020-03-18,7,49
Hammersmith and Fulham,E09000013,2020-03-18,9,49
Haringey,E09000014,2020-03-18,13,51
Harrow,E09000015,2020-03-18,23,88
Havering,E09000016,2020-03-18,11,30
Hillingdon,E09000017,2020-03-18,5,53
Hounslow,E09000018,2020-03-18,11,55
Islington,E09000019,2020-03-18,8,52
Kensington and Chelsea,E09000020,2020-03-18,8,77
Kingston upon Thames,E09000021,2020-03-18,2,23
Lambeth,E09000022,2020-03-18,17,122
Lewisham,E09000023,2020-03-18,9,57
Merton,E09000024,2020-03-18,13,63
Newham,E09000025,2020-03-18,12,47
Redbridge,E09000026,2020-03-18,12,38
Richmond upon Thames,E09000027,2020-03-18,5,24
Southwark,E09000028,2020-03-18,20,130
Sutton,E09000029,2020-03-18,5,26
Tower Hamlets,E09000030,2020-03-18,10,44
Waltham Forest,E09000031,2020-03-18,11,33
Wandsworth,E09000032,2020-03-18,15,113
Westminster,E09000033,2020-03-18,9,109
Barking and Dagenham,E09000002,2020-03-19,4,33
Barnet,E09000003,2020-03-19,26,110
Bexley,E09000004,2020-03-19,5,42
Brent,E09000005,2020-03-19,22,122
Bromley,E09000006,2020-03-19,6,67
Camden,E09000007,2020-03-19,4,55
